ts_utc,container,cpu_pct,mem_bytes,mem_pct,host
2026-09-20T23:24:10Z,egw-mosquitto-1,9.06,5853184,4.36,egw-qemu-integrated
2026-09-20T23:24:11Z,egw-ditto-things-1,14.10,535162880,66.45,egw-qemu-integrated
2026-09-20T23:24:11Z,egw-mongodb-1,2.50,255488000,47.59,egw-qemu-integrated
2026-09-20T23:24:11Z,egw-ditto-gateway-1,14.30,554852352,68.90,egw-qemu-integrated
2026-09-20T23:24:11Z,egw-ditto-policies-1,105.76,533643264,66.27,egw-qemu-integrated
2026-09-20T23:24:11Z,egw-controller-1,1.09,55709696,20.75,egw-qemu-integrated
2026-09-20T23:24:11Z,egw-mosquitto-1,56.20,4366336,3.25,egw-qemu-integrated
2026-09-20T23:24:12Z,egw-ditto-things-1,13.82,535171072,66.46,egw-qemu-integrated
2026-09-20T23:24:12Z,egw-mongodb-1,4.85,255488000,47.59,egw-qemu-integrated
2026-09-20T23:24:12Z,egw-ditto-gateway-1,11.84,554868736,68.90,egw-qemu-integrated
2026-09-20T23:24:12Z,egw-ditto-policies-1,8.40,533659648,66.27,egw-qemu-integrated
2026-09-20T23:24:12Z,egw-controller-1,0.88,55709696,20.75,egw-qemu-integrated
2026-09-20T23:24:12Z,egw-mosquitto-1,0.12,4349952,3.24,egw-qemu-integrated
